prediction,ground_truth,anls_score,exact_match
kite,surfboard,0.0,False
triangle,rectangle,0.5555555555555556,False
rock,wild,0.0,False
flying,flying,1.0,True
kite,kite,1.0,True
tennis,tennis,1.0,True
bird,bird,1.0,True
round,rectangle,0.0,False
united,united,1.0,True
phone,laptop,0.0,False
nike,adidas,0.0,False
zebra,baby,0.0,False
sheep,cows,0.0,False
walking,fell,0.0,False
sheep,sheep,1.0,True
both,man,0.0,False
cardinals,giants,0.0,False
couch,couch,1.0,True
fire hydrant,hydrant,0.5833333333333333,False
strawberry,tomato,0.0,False
many,lot,0.0,False
red and white,red,0.0,False
female,female,1.0,True
wood,cotton,0.0,False
25,15,0.5,False
hotel,hotel,1.0,True
skis,hat,0.0,False
snowboarding,snowboarding,1.0,True
paper,scissors,0.0,False
cat,cat,1.0,True
helmet,goggles,0.0,False
train,house,0.0,False
surfboard,ball,0.0,False
soccer,soccer,1.0,True
new york,new york,1.0,True
chicken,chicken,1.0,True
electric,electric,1.0,True
playing soccer,frisbee,0.0,False
sneakers,boots,0.0,False
car,horse,0.0,False
cats,cats,1.0,True
day,day,1.0,True
ball,baseball field,0.0,False
fence,fence,1.0,True
grass,dirt,0.0,False
9,8,0.0,False
ham,egg,0.0,False
day,day,1.0,True
kitchen,dining room,0.0,False
cake,carrot,0.0,False
large,large,1.0,True
floral,animals,0.0,False
laptop,laptop,1.0,True
on counter,counter,0.7,False
brown,black,0.0,False
surfing,surfing,1.0,True
slow,25,0.0,False
bike,bike,1.0,True
gray,brown,0.0,False
pizza,pizza,1.0,True
strawberries,strawberries,1.0,True
watch,hair,0.0,False
on counter,on counter,1.0,True
0,3,0.0,False
30,50,0.5,False
24,24,1.0,True
silver,silver,1.0,True
giraffe,giraffe,1.0,True
pink,pink,1.0,True
wii,wii,1.0,True
italian,home,0.0,False
sitting,sitting,1.0,True
surfing,surfing,1.0,True
gray,gray,1.0,True
apartment,hotel,0.0,False
long,long,1.0,True
white and green,blue,0.0,False
cow,cow,1.0,True
motorcycles,motorcycles,1.0,True
mountain,mountain,1.0,True
wine,candles,0.0,False
in bowl,table,0.0,False
shorts,t shirt,0.0,False
bench,couch,0.0,False
broccoli,broccoli,1.0,True
phone,phone,1.0,True
bed,couch,0.0,False
sitting,sitting,1.0,True
shoe,shoes,0.8,False
tile,tile,1.0,True
stop,stop,1.0,True
wood,metal,0.0,False
12,24,0.0,False
stove,stove,1.0,True
asphalt,asphalt,1.0,True
round,round,1.0,True
bed,bed,1.0,True
hat,hat,1.0,True
7,16,0.0,False
wedding,wedding,1.0,True
floor,floor,1.0,True
bedroom,bedroom,1.0,True
brown,silver,0.0,False
stainless steel,stainless steel,1.0,True
tile,wood,0.0,False
stop sign,shoe,0.0,False
bike,mountain,0.0,False
zoo,zoo,1.0,True
nike,nike,1.0,True
0,3,0.0,False
tv,television,0.0,False
surfing,surfing,1.0,True
air canada,air canada,1.0,True
purple,purple,1.0,True
london,new york,0.0,False
1:05,1:05,1.0,True
man,neither,0.0,False
sleeping,sleeping,1.0,True
background,outside,0.0,False
vegetables,umbrella,0.0,False
hay,hay,1.0,True
giraffe,giraffe,1.0,True
snowboarding,snowboarding,1.0,True
bear,bear,1.0,True
snowboard,rock,0.0,False
surfing,surfing,1.0,True
0,3,0.0,False
surfing,surfing,1.0,True
0,29,0.0,False
rainy,sun,0.0,False
oak,palm,0.0,False
cows,cows,1.0,True
evening,sunny,0.0,False
hot dogs,grill,0.0,False
tie,tie,1.0,True
tomato,oranges,0.0,False
teddy bear,kids,0.0,False
dock,water,0.0,False
waves,waves,1.0,True
outside,outside,1.0,True
dinner,asian,0.0,False
0,12,0.0,False
outdoors,outdoors,1.0,True
airport,airport,1.0,True
grass,dirt,0.0,False
0,lot,0.0,False
bat,bat,1.0,True
museum,door,0.0,False
right,forward,0.0,False
table,bar,0.0,False
square,window,0.0,False
grass,grass,1.0,True
toilet,toilet,1.0,True
texting,phone,0.0,False
ski,ski,1.0,True
kitchen,kitchen,1.0,True
trash,refrigerator,0.0,False
open,closed,0.0,False
10,13,0.5,False
bed,bed,1.0,True
12,8,0.0,False
blue,brown,0.0,False
carrots,vegetable,0.0,False
food,food,1.0,True
2,2,1.0,True
sugar,bacon,0.0,False
umbrella,stick,0.0,False
airport,plane,0.0,False
car,truck,0.0,False
afternoon,afternoon,1.0,True
laying down,laying down,1.0,True
coca cola,coca cola,1.0,True
eating,eating,1.0,True
road,street,0.0,False
summer,cloudy,0.0,False
fire hydrant,sign,0.0,False
standing,standing,1.0,True
motorcycle,trailer,0.0,False
sandwich,sandwiches,0.8,False
fedora,striped,0.0,False
bus,bus,1.0,True
cheese,tomato,0.0,False
snow,protection,0.0,False
cake,cake,1.0,True
water,water,1.0,True
camera,monkey,0.0,False
horse,horse,1.0,True
overcast,overcast,1.0,True
camera,baby,0.0,False
10,4,0.0,False
tv,tv,1.0,True
big,big,1.0,True
10,9,0.0,False
glass,glass,1.0,True
in air,in air,1.0,True
dirt,protection,0.0,False
kite,camera,0.0,False
0,many,0.0,False
couch,stuffed animal,0.0,False
phone,cat,0.0,False
12,1,0.5,False
skateboard,skateboard,1.0,True
scissors,phone,0.0,False
sheep,sheep,1.0,True
headphones,headphones,1.0,True
bike,trailer,0.0,False
cloudy,cloudy,1.0,True
vase,vase,1.0,True
skiing,skiing,1.0,True
on table,on table,1.0,True
pine,pine,1.0,True
plates,towel,0.0,False
branch,wire,0.0,False
left,south,0.0,False
both,both,1.0,True
afternoon,sunset,0.0,False
wii remote,controller,0.0,False
metal,metal,1.0,True
apples,apples,1.0,True
clouds,beach,0.0,False
small,large,0.0,False
brick,brick,1.0,True
down,up,0.0,False
pink,pink,1.0,True
no one,photographer,0.0,False
skiing,skiing,1.0,True
horse,dirt,0.0,False
many,many,1.0,True
police,police,1.0,True
nintendo,nintendo,1.0,True
kites,kites,1.0,True
pilot,walking,0.0,False
elephant,elephant,1.0,True
giraffe,giraffe,1.0,True
usa,usa,1.0,True
elephant,elephant,1.0,True
england,england,1.0,True
soda,coke,0.0,False
truck,bus,0.0,False
pink,purple,0.0,False
africa,road,0.0,False
giraffe,giraffe,1.0,True
0,1,0.0,False
lights,light,0.8333333333333334,False
9,lot,0.0,False
phone,bottle,0.0,False
orange,black,0.0,False
umbrellas,signs,0.0,False
kites,kites,1.0,True
smoke,power lines,0.0,False
wood,checkered,0.0,False
woman,child,0.0,False
peas,peas,1.0,True
tile,tile,1.0,True
wii,wii,1.0,True
tennis,usa,0.0,False
9,9,1.0,True
cow,cow,1.0,True
brick,brick,1.0,True
banana,grapes,0.0,False
water,flower,0.0,False
baseball,baseball,1.0,True
bedroom,bedroom,1.0,True
batter,pitcher,0.0,False
clouds,sun,0.0,False
chicken,chicken,1.0,True
electricity,east,0.0,False
snowboarding,snowboarding,1.0,True
salad,salad,1.0,True
round,square,0.0,False
snowboard,snowboard,1.0,True
gray,yellow,0.0,False
skateboarder,skateboarder,1.0,True
sandwich,napkin,0.0,False
10,3,0.0,False
3,6,0.0,False
bathroom,bathroom,1.0,True
soccer,soccer,1.0,True
suit,jeans,0.0,False
stop,calm,0.0,False
blonde,blonde,1.0,True
park,beach,0.0,False
bathroom,bathroom,1.0,True
taking picture,taking picture,1.0,True
fall,fall,1.0,True
sandwich,sandwich,1.0,True
red and white,white,0.0,False
glove,glove,1.0,True
7,9,0.0,False
indian,indian,1.0,True
male,child,0.0,False
plate,plate,1.0,True
grass,ground,0.0,False
pizza,fork,0.0,False
carrots,carrots,1.0,True
bed,on couch,0.0,False
tan,tan,1.0,True
dog,dog,1.0,True
spoon,spoon,1.0,True
red white and blue,red white and blue,1.0,True
vase,vase,1.0,True
living room,living room,1.0,True
surfboard,surfboard,1.0,True
skateboarding,running,0.0,False
silver,silver,1.0,True
round,circle,0.0,False
bathroom,bathroom,1.0,True
home,home,1.0,True
playing wii,playing wii,1.0,True
23,34,0.0,False
plaid,striped,0.0,False
rectangle,heart,0.0,False
restaurant,restaurant,1.0,True
winter,winter,1.0,True
wine,wine,1.0,True
stripes,solid,0.0,False
sugar,starbucks,0.0,False
surfing,surfing,1.0,True
stone,stone,1.0,True
afternoon,evening,0.0,False
silver,purple,0.0,False
ham,beef,0.0,False
salad,vegetable,0.0,False
bread,oven,0.0,False
9,0,0.0,False
hat,hat,1.0,True
7,20,0.0,False
shorts,shorts,1.0,True
double decker,city,0.0,False
boat,boats,0.8,False
traveling,talking on phone,0.0,False
white,brown,0.0,False
pepperoni,pepperoni,1.0,True
9,8,0.0,False
skateboarding,skateboarding,1.0,True
cake,cake,1.0,True
rectangle,circles,0.0,False
away,toward,0.0,False
refrigerator,refrigerator,1.0,True
hay,dirt,0.0,False
cake,cake,1.0,True
10,7,0.0,False
cake,cake,1.0,True
car,car,1.0,True
happy,happy,1.0,True
sunny,sunny,1.0,True
train,car,0.0,False
wii remote,wii remote,1.0,True
books,pictures,0.0,False
10,4,0.0,False
wire,wire,1.0,True
sleeping,laying,0.5,False
brown,white,0.0,False
knife,knife,1.0,True
umpire,batter,0.0,False
left,left,1.0,True
bears,bears,1.0,True
laptop,screen,0.0,False
flying,flying,1.0,True
bird,duck,0.0,False
9,lot,0.0,False
black and white,black and white,1.0,True
vase,pot,0.0,False
coke,coke,1.0,True
old,old,1.0,True
hat,hat,1.0,True
silver,silver,1.0,True
frisbee,frisbee,1.0,True
wood,table,0.0,False
black,plaid,0.0,False
hat,headphones,0.0,False
eggs,toast,0.0,False
daytime,morning,0.0,False
home,home,1.0,True
motorcycle,honda,0.0,False
outside,party,0.0,False
coal,gas,0.0,False
magnets,magnets,1.0,True
hat,hat,1.0,True
silver,red and white,0.0,False
couch,couch,1.0,True
phone,phone,1.0,True
flying kite,flying kite,1.0,True
train,train,1.0,True
0,0,1.0,True
skateboarding,skateboarding,1.0,True
orioles,red sox,0.0,False
trash can,counter,0.0,False
black and white,black and white,1.0,True
surfboard,surfboard,1.0,True
canada,germany,0.0,False
nike,nike,1.0,True
gold,purple,0.0,False
plane,plane,1.0,True
38,38,1.0,True
short,red,0.0,False
pink,pink,1.0,True
black and white,not very,0.0,False
asian,asian,1.0,True
field,trees,0.0,False
frisbee,volleyball,0.0,False
tennis,tennis,1.0,True
banana,carrot,0.0,False
jump,hat,0.0,False
birthday,dinner,0.0,False
grass,sheep,0.0,False
spoon,fork,0.0,False
pm,good,0.0,False
bathroom,bathroom,1.0,True
tabby,siamese,0.0,False
round,star,0.0,False
shallow,shallow,1.0,True
winter,rocks,0.0,False
summer,fall,0.0,False
rain,rain,1.0,True
sand,sand,1.0,True
teddy bears,teddy bears,1.0,True
helmet,helmet,1.0,True
jeans,skirt,0.0,False
hot dog,hot dog,1.0,True
night,night,1.0,True
no one,dogs,0.0,False
flying kite,flying kite,1.0,True
plane,flying,0.0,False
woman,man,0.6,False
cows,milk,0.0,False
bench,bench,1.0,True
branch,trees,0.0,False
chicken,chicken,1.0,True
carrots,carrots,1.0,True
wetsuit,wetsuit,1.0,True
male,male,1.0,True
red,black,0.0,False
kite,kite,1.0,True
glasses,tie,0.0,False
paper,paper,1.0,True
soccer,soccer,1.0,True
girl,girl,1.0,True
fire,building,0.0,False
blue,navy,0.0,False
surfing,surfing,1.0,True
nokia,nokia,1.0,True
female,female,1.0,True
asphalt,building,0.0,False
train,train,1.0,True
tennis racket,tennis racket,1.0,True
frosting,e,0.0,False
blue,red,0.0,False
car,car,1.0,True
laptop,guitar,0.0,False
summer,summer,1.0,True
window,sink,0.0,False
skis,phone,0.0,False
hot dog,dining room,0.0,False
peace,peace,1.0,True
tennis racket,ball,0.0,False
on grass,up,0.0,False
lettuce,lettuce,1.0,True
wedding,wedding,1.0,True
shirt,cold,0.0,False
bridge,bridge,1.0,True
birthday,birthday,1.0,True
couch,couch,1.0,True
on wall,wall,0.5714285714285714,False
motorcycle,harley,0.0,False
skate park,skate park,1.0,True
silver,silver,1.0,True
elephant,tree,0.0,False
orange,green,0.0,False
shirt,clothes,0.0,False
cow,cow,1.0,True
laptop,computer,0.0,False
frisbee,frisbee,1.0,True
background,ground,0.6,False
sleeping,sleeping,1.0,True
scarf,scarf,1.0,True
paper,ceramic,0.0,False
bird,birds,0.8,False
posing,posing,1.0,True
stone,stone,1.0,True
street,sidewalk,0.0,False
sand,sand,1.0,True
passenger,jet,0.0,False
large,very,0.0,False
jeans,jeans,1.0,True
no one,person,0.0,False
woman,no one,0.0,False
12,9,0.0,False
9,16,0.0,False
3,5,0.0,False
bedroom,bedroom,1.0,True
1,8,0.0,False
10,3,0.0,False
tile,wood,0.0,False
parking meter,light,0.0,False
stripes,stripes,1.0,True
fedora,striped,0.0,False
bench,grass,0.0,False
texting,texting,1.0,True
tennis ball,tennis ball,1.0,True
yellow,yellow,1.0,True
tennis,tennis,1.0,True
eating,nothing,0.5714285714285714,False
evening,night,0.0,False
banana,banana,1.0,True
yellow,green,0.0,False
in air,in air,1.0,True
many,8,0.0,False
tie,scarf,0.0,False
gray,gray,1.0,True
train station,train station,1.0,True
winter,spring,0.0,False
sparrow,sparrow,1.0,True
tie,smile,0.0,False
sidewalk,sidewalk,1.0,True
right,right,1.0,True
10 feet,3 feet,0.7142857142857143,False
books,apples,0.0,False
red and white,blue and white,0.7142857142857143,False
skateboarding,skateboarding,1.0,True
29,27,0.5,False
old,new,0.0,False
cheese,olives,0.0,False
apple,apples,0.8333333333333334,False
many,15,0.0,False
left,right,0.0,False
mcdonald 's,first,0.0,False
sunglasses,sunglasses,1.0,True
taking off,landing,0.0,False
gray,blue,0.0,False
playing tennis,talking,0.0,False
2 feet,3 feet,0.8333333333333334,False
delta,delta,1.0,True
towel,basket,0.0,False
playing baseball,playing,0.0,False
left,down,0.0,False
english,english,1.0,True
restaurant,restaurant,1.0,True
woman,woman,1.0,True
skiing,skiing,1.0,True
sunny,sunny,1.0,True
elephant,elephant,1.0,True
asian,asian,1.0,True
couch,couch,1.0,True
skateboard,skateboard,1.0,True
parking,no parking,0.7,False
0,1,0.0,False
bat,bat,1.0,True
3 feet,5 feet,0.8333333333333334,False
cake,cake,1.0,True
laptop,laptop,1.0,True
blue,clear,0.0,False
train,train,1.0,True
grass,ground,0.0,False
plane,airplane,0.625,False
0,0,1.0,True
no one,picture,0.0,False
bedroom,twin,0.0,False
helmet,helmet,1.0,True
9,12,0.0,False
black and white,white and black,0.0,False
overcast,overcast,1.0,True
glass,glass,1.0,True
rectangle,rectangle,1.0,True
desk,chair,0.0,False
riding,in water,0.0,False
white,orange,0.0,False
7,11,0.0,False
frisbee,frisbee,1.0,True
surfboard,surfboard,1.0,True
closed,open,0.0,False
1,15,0.5,False
nothing,words,0.0,False
light,light,1.0,True
tan,white,0.0,False
gray,pink,0.0,False
sugar,sauce,0.0,False
winter,winter,1.0,True
afternoon,noon,0.0,False
frosting,cake,0.0,False
orange,green and yellow,0.0,False
wine,bottle,0.0,False
orange,sunflower,0.0,False
orange,yellow,0.0,False
sparrow,finch,0.0,False
green,red,0.0,False
wilson,wilson,1.0,True
lake,river,0.0,False
dog,dog,1.0,True
safety,horse,0.0,False
left,left,1.0,True
circle,heart,0.0,False
bus stop,sign,0.0,False
mountains,mountains,1.0,True
shorts,shorts,1.0,True
horse,horse,1.0,True
bat,paper,0.0,False
man,right,0.0,False
one way,one way,1.0,True
left,up,0.0,False
0,12,0.0,False
3,11,0.0,False
kites,kite,0.8,False
sandwich,meat,0.0,False
pizza,pizza,1.0,True
tan,brown,0.0,False
goggles,jacket,0.0,False
goggles,gloves,0.0,False
flowers,flowers,1.0,True
little,lot,0.0,False
dock,pier,0.0,False
gray,green,0.0,False
bike,bike,1.0,True
table,windows,0.0,False
right,left,0.0,False
surfboard,surfboard,1.0,True
surfboard,surfboard,1.0,True
gas station,gas station,1.0,True
ostrich,ostrich,1.0,True
white,red,0.0,False
trash can,safety,0.0,False
0,7,0.0,False
leather,metal,0.0,False
sandwich,lettuce,0.0,False
zoo,zoo,1.0,True
sunny,cloudy,0.0,False
sunny,snowy,0.0,False
surfing,surfing,1.0,True
baseball,baseball,1.0,True
small,large,0.0,False
salad,salad,1.0,True
cow,cow,1.0,True
dinner,dinner,1.0,True
knife,fork and knife,0.0,False
bird,bird,1.0,True
square,square,1.0,True
woman,cigarette,0.0,False
toilet paper,toilet paper,1.0,True
chair,window,0.0,False
apartment,store,0.0,False
carrots,carrot,0.8571428571428572,False
brick,brick,1.0,True
gray,green,0.0,False
handle,handle,1.0,True
horse,horse,1.0,True
tongue,tongue,1.0,True
carpet,carpet,1.0,True
on table,nowhere,0.0,False
metal,paper,0.0,False
9,1,0.0,False
3 feet,5 feet,0.8333333333333334,False
magnets,oven,0.0,False
0,3,0.0,False
3,3,1.0,True
refrigerator,refrigerator,1.0,True
bear,bear,1.0,True
birds,seagulls,0.0,False
helmet,helmet,1.0,True
motorola,sony,0.0,False
hot dog,hot dog,1.0,True
afternoon,night,0.0,False
parking,parking,1.0,True
candle,glass,0.0,False
metal,metal,1.0,True
straight,short,0.0,False
stripes,stripes,1.0,True
towel,bowl,0.6,False
toilet paper,free,0.0,False
street,street,1.0,True
parking lot,usa,0.0,False
bird,bird,1.0,True
cleats,cleats,1.0,True
white,gray,0.0,False
skateboard,skateboard,1.0,True
grass,tree,0.0,False
real,people,0.0,False
on grass,corner,0.0,False
red,orange,0.0,False
snowboarding,snowboarding,1.0,True
umbrella,carriage,0.0,False
clock,boy,0.0,False
pizza,pizza,1.0,True
eating,grazing,0.5714285714285714,False
tennis shoes,cowboy,0.0,False
black and white,kitchen,0.0,False
brick,concrete,0.0,False
flying kite,flying kite,1.0,True
tracks,bikes,0.0,False
on wall,gone,0.0,False
big ben,big ben,1.0,True
pink,pink,1.0,True
9,50,0.0,False
9,1,0.0,False
shrimp,shrimp,1.0,True
clothes,box,0.0,False
pictures,trees,0.0,False
typing,typing,1.0,True
living room,living room,1.0,True
usa,usa,1.0,True
rope,rope,1.0,True
north america,neither,0.0,False
red,red,1.0,True
skiing,skiing,1.0,True
many,many,1.0,True
3 feet,3 feet,1.0,True
jet,jet,1.0,True
phone,tv,0.0,False
kitchen,kitchen,1.0,True
clear,clear,1.0,True
kitchen,kitchen,1.0,True
0,15,0.0,False
woman,child,0.0,False
table,table,1.0,True
black and white,brown and white,0.7333333333333334,False
standing,standing,1.0,True
air canada,lufthansa,0.0,False
pizza,pizza,1.0,True
brush,hair dryer,0.0,False
down,up,0.0,False
bench,roof,0.0,False
skiing,skiing,1.0,True
bed,bed,1.0,True
w,w,1.0,True
9,lot,0.0,False
small,large,0.0,False
bear,horse,0.0,False
stop,taxi,0.0,False
orange,silver,0.0,False
ketchup,fries,0.0,False
woman,woman,1.0,True
wine,wine,1.0,True
cake,cake,1.0,True
outside,behind,0.0,False
summer,summer,1.0,True
wii,wii,1.0,True
clear,clear,1.0,True
traffic,traffic,1.0,True
m,p,0.0,False
sheep,sheep,1.0,True
kite,kite,1.0,True
wii,wii,1.0,True
dell,sony,0.0,False
parrot,pelican,0.0,False
cheese,tomato,0.0,False
country,country,1.0,True
donut,donut,1.0,True
plane,plane,1.0,True
afternoon,morning,0.0,False
10 feet,4 feet,0.7142857142857143,False
graffiti,graffiti,1.0,True
snowboard,snowboard,1.0,True
young,baby,0.0,False
skateboard,skateboard,1.0,True
day,day,1.0,True
train,train,1.0,True
clay,clay,1.0,True
sidewalk,sidewalk,1.0,True
fish,food,0.0,False
shower,shower,1.0,True
catcher,catcher,1.0,True
office,office,1.0,True
female,female,1.0,True
right,right,1.0,True
skateboarding,taking picture,0.0,False
friend,friend,1.0,True
on plate,pots,0.0,False
hat,hat,1.0,True
1 foot,1 foot,1.0,True
outside,street,0.0,False
zoo,zoo,1.0,True
grass,dry,0.0,False
chef,tennis shoes,0.0,False
bat,bat,1.0,True
12,s,0.0,False
boats,bridge,0.0,False
hit ball,hit ball,1.0,True
kite,kite,1.0,True
wood,brick,0.0,False
old,old,1.0,True
frisbee,frisbee,1.0,True
sitting,playing wii,0.0,False
many,100,0.0,False
cow,cow,1.0,True
milk,milk,1.0,True
bench,toilet,0.0,False
kitchen,kitchen,1.0,True
lamp,privacy,0.0,False
plane,plane,1.0,True
air force,navy,0.0,False
blanket,pillows,0.0,False
sitting,sleeping,0.5,False
triangle,flat,0.0,False
toilet paper,bowl,0.0,False
tennis,tennis,1.0,True
water,water,1.0,True
baseball cap,beanie,0.0,False
red,blue and white,0.0,False
horse,sparrow,0.0,False
tv,tv,1.0,True
field,field,1.0,True
pizza,stove,0.0,False
red and white,white,0.0,False
flowers,flowers,1.0,True
raining,raining,1.0,True
ski poles,skis,0.0,False
motorcycles,police,0.0,False
water,surfboard,0.0,False
stop sign,camera,0.0,False
dog,human,0.0,False
frisbee,frisbee,1.0,True
skiing,skiing,1.0,True
ceramic,glass,0.0,False
clouds,rainbow,0.0,False
phone,phone,1.0,True
wii remote,wii remote,1.0,True
car,jeep,0.0,False
dinner,dinner,1.0,True
cutting board,hand,0.0,False
helmet,hat,0.0,False
tennis,tennis,1.0,True
camera,ground,0.0,False
clouds,shadows,0.0,False
12,3,0.0,False
horses,horses,1.0,True
summer,summer,1.0,True
ocean,ocean,1.0,True
zebra,birds,0.0,False
watch,scarf,0.0,False
laptop,laptop,1.0,True
playing tennis,playing tennis,1.0,True
tennis,tennis,1.0,True
skateboarding,skateboarding,1.0,True
woman,woman,1.0,True
9,10,0.0,False
spoon,spoon,1.0,True
bank of america,bank of america,1.0,True
9,9,1.0,True
cat,cat,1.0,True
office,office,1.0,True
metal,metal,1.0,True
grass,trees,0.0,False
cutting board,cutting board,1.0,True
male,male,1.0,True
kite,kites,0.8,False
happy,happy,1.0,True
zoo,zoo,1.0,True
umpire,27,0.0,False
brown,red,0.0,False
surfboard,surfboard,1.0,True
city,rainy,0.0,False
nike,nike,1.0,True
oranges,squash,0.0,False
bear,bear,1.0,True
trees,fence,0.0,False
luggage,coffee,0.0,False
phone,cell phone,0.5,False
many,8,0.0,False
circle,triangle,0.0,False
elephant,elephant,1.0,True
umbrella,ground,0.0,False
sheep,sheep,1.0,True
no one,owner,0.0,False
wood,wood,1.0,True
fall,winter,0.0,False
bed,couch,0.0,False
phone,wii controller,0.0,False
9,33,0.0,False
backpack,backpack,1.0,True
park,park,1.0,True
sunny,sunny,1.0,True
carrots,ball,0.0,False
12,12,1.0,True
lot,lot,1.0,True
skis,skis,1.0,True
s,s,1.0,True
tennis racket,tennis racket,1.0,True
stop,car,0.0,False
baseball,baseball,1.0,True
bike,riding,0.0,False
graffiti,light,0.0,False
airport,runway,0.0,False
old,old,1.0,True
bear,hello kitty,0.0,False
tennis,tennis,1.0,True
snow,snowboard,0.0,False
palm,palm,1.0,True
playing frisbee,catching frisbee,0.6875,False
table,water,0.0,False
brown and white,black and white,0.7333333333333334,False
bench,chair,0.0,False
down,down,1.0,True
beef,beef,1.0,True
living room,living room,1.0,True
nike,nike,1.0,True
orange,green,0.0,False
lunch,lunch,1.0,True
chicken,chicken,1.0,True
clock tower,clock tower,1.0,True
road,bridge,0.0,False
parking,stop,0.0,False
3,3,1.0,True
street,street,1.0,True
helmet,gloves,0.0,False
hot dog,hot dog,1.0,True
afternoon,noon,0.0,False
giraffe,giraffe,1.0,True
zebra,zebra,1.0,True
metal,concrete,0.0,False
bathroom,sink,0.0,False
9,12,0.0,False
7,4,0.0,False
bread,spatula,0.0,False
tomatoes,food,0.0,False
stop,circle,0.0,False
fork,fork,1.0,True
breakfast,breakfast,1.0,True
black and white,brown and white,0.7333333333333334,False
cupcakes,cupcakes,1.0,True
laptop,desktop,0.0,False
city,city,1.0,True
sunny,sunny,1.0,True
hay,hay,1.0,True
birthday,birthday,1.0,True
window,light,0.0,False
carrots,carrots,1.0,True
american,american,1.0,True
purple,green,0.0,False
motorcycle,motorcycle,1.0,True
6,10,0.0,False
delta,american,0.0,False
sidewalk,road,0.0,False
taking picture,brushing teeth,0.0,False
on plate,plate,0.625,False
england,0,0.0,False
kites,kites,1.0,True
right,right,1.0,True
desk,desk,1.0,True
eagle,eagle,1.0,True
blue,white,0.0,False
china,china,1.0,True
birthday,birthday,1.0,True
jeans,jeans,1.0,True
milk,corn,0.0,False
horse,horse,1.0,True
clock,building,0.0,False
elephants,elephants,1.0,True
cake,tray,0.0,False
ford,mercedes,0.0,False
trees,trees,1.0,True
soup,soup,1.0,True
wine,candles,0.0,False
couch,pillow,0.0,False
no one,fell,0.0,False
lamp,privacy,0.0,False
pink,purple,0.0,False
donut,donut,1.0,True
city,bus stop,0.0,False
cat,cat,1.0,True
england,usa,0.0,False
right,one on right,0.0,False
tusks,grass,0.0,False
giraffe,giraffe,1.0,True
tennis racket,nothing,0.0,False
tractor,tractor,1.0,True
baseball,baseball,1.0,True
brown and white,black and white,0.7333333333333334,False
jump,skateboarding,0.0,False
sky,beach,0.0,False
desk,desk,1.0,True
apple,apple,1.0,True
chair,tv,0.0,False
right,right,1.0,True
hat,umbrella,0.0,False
12,lot,0.0,False
blonde,brown,0.0,False
moss,trees,0.0,False
couch,couch,1.0,True
tan,black,0.0,False
metal,windows,0.0,False
electric,gas,0.0,False
male,female,0.6666666666666667,False
9,8,0.0,False
dog,dog,1.0,True
left,left,1.0,True
9,13,0.0,False
train,train,1.0,True
helmet,hat,0.0,False
sun,sun,1.0,True
skateboard,sign,0.0,False
hot dog,hot dog,1.0,True
laptop,laptop,1.0,True
soup,soup,1.0,True
brick,stone,0.0,False
downhill,behind,0.0,False
wind,flying kite,0.0,False
bird,monkey,0.0,False
12,11,0.5,False
bathroom,bathroom,1.0,True
black,pink,0.0,False
soup,sandwiches,0.0,False
metal,brick,0.0,False
food,food,1.0,True
tie,tie,1.0,True
snowboarding,snowboarding,1.0,True
tan,green,0.0,False
fence,giraffe,0.0,False
hot dog,mustard,0.0,False
w,head,0.0,False
outside,outside,1.0,True
plane,air force,0.0,False
sheep,fence,0.0,False
skiing,skiing,1.0,True
floor,top,0.0,False
giraffes,giraffes,1.0,True
fence,fence,1.0,True
north,north,1.0,True
wood,wood,1.0,True
vases,vases,1.0,True
left,hand,0.0,False
military,pilot,0.0,False
carrots,carrot,0.8571428571428572,False
solid,solid,1.0,True
toilet paper,stool,0.0,False
cloudy,cloudy,1.0,True
9,6,0.0,False
plane,plane,1.0,True
kites,clouds,0.0,False
jump,good,0.0,False
bathroom,garbage,0.0,False
stop,stop,1.0,True
baseball,baseball,1.0,True
0,50,0.5,False
9,2,0.0,False
bus,truck,0.0,False
10,30,0.5,False
cheese,spinach,0.0,False
mozzarella,mozzarella,1.0,True
pink,pink,1.0,True
laptop,laptop,1.0,True
tracks,tracks,1.0,True
camera,cell phone,0.0,False
wedding,happy,0.0,False
open,open,1.0,True
on wall,floor,0.0,False
black and white,pink,0.0,False
ball,fence,0.0,False
red and white,yellow,0.0,False
toilet,nothing,0.0,False
baseball,baseball,1.0,True
tie,glasses,0.0,False
sand,sand,1.0,True
walking,walking,1.0,True
tennis,tennis,1.0,True
flowers,flowers,1.0,True
fork,fork,1.0,True
hot dog,hot dog,1.0,True
9,lot,0.0,False
clean,messy,0.0,False
apartment,brick,0.0,False
smoothie,smoothie,1.0,True
dunkin donuts,starbucks,0.0,False
suitcase,camera,0.0,False
laptop,laptop,1.0,True
beach,beach,1.0,True
cheese,olives,0.0,False
30,young,0.0,False
bear,bear,1.0,True
shirt,shirt,1.0,True
delta,american,0.0,False
lettuce,potatoes,0.0,False
kites,kite,0.8,False
baseball cap,baseball cap,1.0,True
table,table,1.0,True
kitchen,kitchen,1.0,True
dinner,dinner,1.0,True
skateboarder,skateboarder,1.0,True
12,1,0.5,False
tan,brown,0.0,False
cat,pictures,0.0,False
thin,regular,0.0,False
keyboard,keyboard,1.0,True
train,subway,0.0,False
bowling,biking,0.5714285714285714,False
bathroom,bathroom,1.0,True
